chr1	825421	1
chr1	825422	1
chr1	825423	1
chr1	825424	1
chr1	825425	1
chr1	825426	1
chr1	825427	1
chr1	825428	1
chr1	825429	1
chr1	825430	1
chr1	825431	1
chr1	825432	1
chr1	825433	1
chr1	825434	1
chr1	825435	1
chr1	825436	1
chr1	825437	1
chr1	825438	1
chr1	825439	1
chr1	825440	1
chr1	825441	1
chr1	825442	1
chr1	825443	1
chr1	825444	1
chr1	825445	1
chr1	825446	1
chr1	825447	1
chr1	825448	1
chr1	825449	1
chr1	825450	1
chr1	825451	1
chr1	825452	1
chr1	825453	1
chr1	825454	1
chr1	825455	1
chr1	825456	1
chr1	825457	1
chr1	825458	1
chr1	825459	1
chr1	825460	1
chr1	825461	1
chr1	825462	1
chr1	825463	1
chr1	825464	1
chr1	825465	1
chr1	825466	1
chr1	825467	1
chr1	825468	1
chr1	825469	1
chr1	825470	1
chr1	825471	1
chr1	825472	1
chr1	825473	1
chr1	825474	1
chr1	825475	1
chr1	825476	1
chr1	825477	1
chr1	825478	1
chr1	825479	1
chr1	825480	1
chr1	825481	1
chr1	825482	1
chr1	825483	1
chr1	825484	1
chr1	825485	1
chr1	825486	1
chr1	825487	1
chr1	825488	1
chr1	825489	1
chr1	825490	1
chr1	825491	1
chr1	825492	1
chr1	825493	1
chr1	825494	1
chr1	825495	1
chr1	825496	1
chr1	825497	1
chr1	825498	1
chr1	825499	1
chr1	825500	1
chr1	825501	1
chr1	825502	1
chr1	825503	1
chr1	825504	1
chr1	825505	1
chr1	825506	1
chr1	825507	1
chr1	825508	1
chr1	825509	1
chr1	825510	1
chr1	825511	1
chr1	825512	1
chr1	825513	1
chr1	825514	1
chr1	825515	1
chr1	825516	1
chr1	825517	1
chr1	825518	1
chr1	825519	1
chr1	825520	1
chr1	825620	1
chr1	825621	1
chr1	825622	1
chr1	825623	1
chr1	825624	1
chr1	825625	1
chr1	825626	1
chr1	825627	1
chr1	825628	1
chr1	825629	1
chr1	825630	1
chr1	825631	1
chr1	825632	1
chr1	825633	1
chr1	825634	1
chr1	825635	1
chr1	825636	1
chr1	825637	1
chr1	825638	1
chr1	825639	1
chr1	825640	1
chr1	825641	1
chr1	825642	1
chr1	825643	1
chr1	825644	1
chr1	825645	1
chr1	825646	1
chr1	825647	1
chr1	825648	1
chr1	825649	1
chr1	825650	1
chr1	825651	1
chr1	825652	1
chr1	825653	1
